B_field,"[0.00354, 0.00173, 0.0069500000000000004]"
orientation,"(-1, 1, -1)"
frequencies,"[2.65       2.65454545 2.65909091 2.66363636 2.66818182 2.67272727
 2.67727273 2.68181818 2.68636364 2.69090909 2.69545455 2.7
 2.70454545 2.70909091 2.71363636 2.71818182 2.72272727 2.72727273
 2.73181818 2.73636364 2.74090909 2.74545455 2.75       2.75454545
 2.75909091 2.76363636 2.76818182 2.77272727 2.77727273 2.78181818
 2.78636364 2.79090909 2.79545455 2.8        2.80454545 2.80909091
 2.81363636 2.81818182 2.82272727 2.82727273 2.83181818 2.83636364
 2.84090909 2.84545455 2.85       2.85454545 2.85909091 2.86363636
 2.86818182 2.87272727 2.87727273 2.88181818 2.88636364 2.89090909
 2.89545455 2.9        2.90454545 2.90909091 2.91363636 2.91818182
 2.92272727 2.92727273 2.93181818 2.93636364 2.94090909 2.94545455
 2.95       2.95454545 2.95909091 2.96363636 2.96818182 2.97272727
 2.97727273 2.98181818 2.98636364 2.99090909 2.99545455 3.
 3.00454545 3.00909091 3.01363636 3.01818182 3.02272727 3.02727273
 3.03181818 3.03636364 3.04090909 3.04545455 3.05       3.05454545
 3.05909091 3.06363636 3.06818182 3.07272727 3.07727273 3.08181818
 3.08636364 3.09090909 3.09545455 3.1       ]"
t,11.2
n_evolution,20
amp,0.008

Frequencies,Expectations
2.65,0.9943675842882175
2.6545454545454543,0.9944582333648082
2.659090909090909,0.994549404643577
2.6636363636363636,0.994640973330657
2.668181818181818,0.9947328248507469
2.672727272727273,0.9948248020246152
2.6772727272727272,0.9949167850812942
2.6818181818181817,0.9950086381371069
2.6863636363636365,0.9951002187554167
2.690909090909091,0.9951913944839949
2.6954545454545453,0.9952820182363831
2.6999999999999997,0.995371960196917
2.7045454545454546,0.9954610431498313
2.709090909090909,0.9955491341838569
2.7136363636363634,0.995636083593173
2.7181818181818183,0.995721740531448
2.7227272727272727,0.9958059641872701
2.727272727272727,0.9958885802187277
2.731818181818182,0.9959694470605378
2.7363636363636363,0.9960484300937781
2.7409090909090907,0.9961253405691204
2.7454545454545456,0.9962000451095264
2.75,0.9962723854168672
2.7545454545454544,0.9963422206418583
2.759090909090909,0.9964094088675731
2.7636363636363637,0.9964737977375676
2.768181818181818,0.9965352441134806
2.7727272727272725,0.9965936077094227
2.7772727272727273,0.9966487416710745
2.7818181818181817,0.9967005325050846
2.786363636363636,0.9967488407291705
2.790909090909091,0.9967935413885939
2.7954545454545454,0.9968345256926062
2.8,0.9968716557594692
2.8045454545454547,0.9969048337841799
2.809090909090909,0.9969339563086363
2.8136363636363635,0.9969589231360162
2.8181818181818183,0.996979649681498
2.8227272727272728,0.996996049392021
2.827272727272727,0.9970080567615787
2.831818181818182,0.9970155813287498
2.8363636363636364,0.9970185729015578
2.840909090909091,0.9970169785304559
2.8454545454545452,0.9970107490435965
2.85,0.9969998571786254
2.8545454545454545,0.9969842709276692
2.859090909090909,0.9969639715140868
2.8636363636363638,0.9969389490614743
2.868181818181818,0.9969092026801307
2.8727272727272726,0.9968747401209941
2.8772727272727274,0.9968355787960452
2.881818181818182,0.9967917458996425
2.8863636363636362,0.9967432760604391
2.890909090909091,0.9966902102503362
2.8954545454545455,0.9966326082401383
2.9,0.9965705287396887
2.9045454545454543,0.9965040423084922
2.909090909090909,0.9964332279405953
2.9136363636363636,0.9963581728607251
2.918181818181818,0.9962789801078651
2.922727272727273,0.9961957372264225
2.9272727272727272,0.9961085622831364
2.9318181818181817,0.9960175728933349
2.9363636363636365,0.9959228935257327
2.940909090909091,0.9958246551656852
2.9454545454545453,0.9957229973731166
2.95,0.9956180518743443
2.9545454545454546,0.995509981890058
2.959090909090909,0.9953989347344132
2.963636363636364,0.9952850684119418
2.9681818181818183,0.9951685348757872
2.9727272727272727,0.9950495205596653
2.9772727272727275,0.9949281805475858
2.981818181818182,0.9948046952861553
2.9863636363636363,0.9946792357962019
2.990909090909091,0.994551983560643
2.9954545454545456,0.9944231085784091
3.0,0.9942927953520103
3.0045454545454544,0.9941612249325346
3.0090909090909093,0.9940285804398671
3.0136363636363637,0.9938950358688223
3.018181818181818,0.9937607835764042
3.022727272727273,0.993625999995751
3.0272727272727273,0.9934908652311847
3.0318181818181817,0.99335554310917
3.036363636363636,0.9932202514109576
3.040909090909091,0.9930851299190037
3.0454545454545454,0.9929503697090888
3.05,0.9928161274478785
3.0545454545454547,0.9926825786874344
3.059090909090909,0.9925498890307821
3.0636363636363635,0.9924182210275541
3.0681818181818183,0.9922877339778313
3.0727272727272728,0.9921585841909856
3.077272727272727,0.9920309230786859
3.081818181818182,0.9919048995981704
3.0863636363636364,0.9917806705305791
3.090909090909091,0.9916583342420238
3.0954545454545457,0.9915380752907408
3.1,0.991420008148227
